topic	term	beta
1	gotti	8.854148266984707e-11
2	gotti	5.843905155065022e-5
1	gourmet	3.318802313868226e-5
2	gourmet	2.1043553437895965e-7
1	gov	1.7015535982858867e-5
2	gov	5.023873689436658e-4
1	governed	1.1289269302134226e-10
2	governed	3.5063389212517955e-5
1	governing	7.519828247836866e-13
2	governing	1.402538715211747e-4
1	government	0.0014114780731400462
2	government	0.004519754073285733
1	governmental	5.779698294773245e-6
2	governmental	3.8821125666540115e-5
1	governmentowned	6.139742965177168e-5
2	governmentowned	3.1250273065344726e-14
1	governments	2.0997637884569162e-4
2	governments	4.3003593129429277e-4
1	governor	4.205965267404131e-5
2	governor	4.888025392814967e-4
1	governors	2.545263654782818e-8
2	governors	1.7529957414053364e-4
1	gown	5.434986157463895e-7
2	gown	3.858004736481849e-5
1	grabbed	6.99511407978121e-5
2	grabbed	1.8213992524014812e-6
1	grace	2.5538708225751393e-11
2	grace	3.11675092953512e-5
1	gracyalny	3.098774523249405e-5
2	gracyalny	1.74622750116037e-6
1	grade	9.998692740542347e-5
2	grade	4.232093003343853e-6
1	gradual	5.994718290357875e-6
2	gradual	1.9191337455375824e-5
1	gradually	3.400192977140782e-5
2	gradually	4.6393620130919497e-5
1	graduate	3.124873435498411e-5
2	graduate	8.337881602582132e-5
1	graduated	2.0039245907400053e-6
2	graduated	4.535255314989281e-5
1	graduates	9.025708023072239e-5
2	graduates	1.8815399215516956e-5
1	graduation	1.256827798006552e-5
2	graduation	3.0186762362909907e-5
1	graham	3.151443801764463e-5
2	graham	3.2546123540032435e-5
1	grain	3.348950710056467e-4
2	grain	4.635120877169478e-14
1	grains	5.581584517857903e-5
2	grains	6.72028053648522e-17
1	gramm	8.814325420789455e-14
2	gramm	4.675129062049545e-5
1	grammer	1.744536382589996e-11
2	grammer	5.454316028550787e-5
1	grammrudman	4.6645209516289787e-5
2	grammrudman	3.756862242887967e-5
1	grand	1.1366449183462358e-4
2	grand	3.024644958606013e-4
1	grandchildren	8.312078224018887e-6
2	grandchildren	2.926164501097255e-5
1	grande	6.69790142144104e-5
2	grande	1.0522081461283155e-21
1	grandfather	2.106555219206868e-5
2	grandfather	8.671909171408567e-6
1	grandmother	2.4223620000043024e-5
2	grandmother	3.373916696007609e-5
1	grandmothers	2.026107097401813e-6
2	grandmothers	2.196142443951488e-5
1	grandson	1.0460873277907705e-5
2	grandson	1.9969906247688276e-5
1	grant	4.3239851348303355e-5
2	grant	1.4903190424128996e-4
1	granted	1.3572814443840062e-5
2	granted	1.814272915462166e-4
1	granting	9.355258464799423e-6
2	granting	5.9701033278044975e-5
1	grants	1.606903176387426e-5
2	grants	1.2903770256696392e-4
1	grape	3.9069593784788274e-5
2	grape	1.0454911490532372e-9
1	grapes	1.7439775317071236e-5
2	grapes	5.0162107016752446e-5
1	grass	4.465265939790635e-5
2	grass	1.168801834358891e-11
1	grassgreen	1.5937570508196386e-5
2	grassgreen	2.3939058368686985e-5
1	grassley	5.9115962707750244e-27
2	grassley	5.454317246235589e-5
1	grassroots	7.09441686046995e-7
2	grassroots	2.288045569279911e-5
1	grateful	4.193806372351789e-5
2	grateful	1.7478560547430336e-5
1	grave	1.9298802859252833e-9
2	grave	9.350123430936356e-5
1	graves	8.779573197161534e-8
2	graves	4.279406845120742e-5
1	gravity	2.981247114249822e-5
2	gravity	2.5665677414116003e-6
1	gravley	4.463450542795567e-5
2	gravley	1.268314244556428e-8
1	gray	2.278689136054932e-5
2	gray	1.3603646538120116e-4
1	great	4.1534184210815963e-4
2	great	4.970718337740476e-4
1	greater	1.5998476433238515e-4
2	greater	1.9611011109509408e-4
1	greatest	8.857082103899272e-5
2	greatest	6.284775638143026e-5
1	greatly	2.4678787479073198e-5
2	greatly	2.5629578695541016e-5
1	greece	3.0232481198568643e-5
2	greece	4.512875089814523e-5
1	greed	4.058224913285391e-9
2	greed	4.674845804474035e-5
1	greedy	1.4067229591188049e-5
2	greedy	1.7452672838349277e-5
1	greek	3.08621847030441e-5
2	greek	6.806486376877576e-5
1	green	8.389124611449868e-5
2	green	1.0507350430182379e-4
1	greene	8.799781311303622e-21
2	greene	2.337564534100965e-5
1	greenhouse	7.022416873771419e-5
2	greenhouse	5.526766890150463e-6
1	greenpeace	5.20386827087926e-5
2	greenpeace	6.532396840645815e-6
1	greenspan	9.488693680352283e-5
2	greenspan	1.5718194895329896e-16
1	greenwald	6.139742969654288e-5
2	greenwald	9.526475921183047e-48
1	greeted	1.2603349638019679e-5
2	greeted	5.353792771873403e-5
1	greg	2.7147603409603153e-5
2	greg	3.169822921363286e-5
1	gregg	6.212905725500929e-12
2	gregg	5.843910901592166e-5
1	gregory	3.581280445353907e-5
2	gregory	5.6817453928999046e-5
1	grenada	2.0878731038443033e-5
2	grenada	4.776171906750943e-5
1	grenade	3.1514647235025636e-5
2	grenade	1.3784503851455293e-6
1	grenades	5.576349717396517e-5
2	grenades	3.6538859425354646e-8
1	grew	2.1520334243538804e-4
2	grew	2.9001544690589957e-5
1	greyhound	1.953454294800942e-4
2	greyhound	6.999985228690879e-9
1	grievances	4.465152357619505e-5
2	grievances	8.04490534346715e-10
1	grigoryants	9.051572768880951e-43
2	grigoryants	1.207741675952167e-4
1	grimm	3.348950710720519e-5
2	grimm	1.4927239886145731e-30
1	grip	3.4652391958893036e-5
2	grip	3.035583455810631e-5
1	grocery	5.4115039658786034e-5
2	grocery	2.4562806038827446e-5
1	gross	1.2193271340969488e-4
2	gross	2.7873363339315414e-5
1	ground	5.498958580089082e-4
2	ground	1.4602115494841475e-4
1	grounds	3.4161486081107325e-5
2	grounds	1.4368077222684034e-4
1	group	0.0011955320472601322
2	group	0.001561523371553834
1	groups	2.2960810597127287e-4
2	groups	8.176149153974709e-4
1	grow	1.6942290834158009e-4
2	grow	3.75806004895108e-5
1	grower	3.3489507105325685e-5
2	grower	1.3119125424945709e-15
1	growers	1.0046852111203293e-4
2	growers	1.4628856428891359e-13
1	growing	2.890908312716998e-4
2	growing	1.7612113043755887e-4
1	grown	1.459791752647626e-4
2	grown	2.2776777620923854e-5
1	grows	2.7243775109515732e-5
2	grows	1.2151397004183286e-5
1	growth	6.831157784346369e-4
2	growth	2.9658126954664774e-5
1	gruber	3.348950706502739e-5
2	gruber	2.944006539900571e-14
1	grumman	1.004685213216057e-4
2	grumman	6.916445751092886e-18
1	gte	5.749589348468816e-5
2	gte	6.619209598825992e-6
1	guarantee	3.3466782974071396e-5
2	guarantee	1.0910220634886216e-4
1	guaranteed	1.4473525905874982e-5
2	guaranteed	4.444066461335689e-5
1	guarantees	1.1680719808722672e-5
2	guarantees	9.703727228786376e-5
1	guard	3.649192720635815e-4
2	guard	1.348807707660963e-4
1	guarded	4.3954780398413446e-5
2	guarded	3.16546577129323e-5
1	guardian	1.4811246466669086e-9
2	guardian	3.116649329769707e-5
1	guardians	6.654742669130534e-19
2	guardians	2.3375645341009193e-5
1	guarding	5.646821571546247e-7
2	guarding	3.077337949194728e-5
1	guards	3.466811387250927e-5
2	guards	1.511190282719936e-4
1	guatemala	7.239566708564739e-6
2	guatemala	4.169807973865551e-5
1	gubernatorial	8.715720884340492e-24
2	gubernatorial	7.402287691319725e-5
1	guerrilla	3.3155385200729187e-7
2	guerrilla	1.595021522113415e-4
1	guerrillas	4.646209000644633e-6
2	guerrillas	2.967443989085866e-4
1	guess	6.61654740579055e-5
2	guess	7.069478630844081e-5
1	guest	2.154658999157277e-7
2	guest	5.0496836571049195e-5
1	guests	2.9734555278599692e-5
2	guests	8.053977074653898e-5
1	guida	9.303538007195356e-59
2	guida	4.285534979185105e-5
1	guidance	4.112766810251939e-5
2	guidance	1.0252334169597263e-5
1	guide	9.061645137793404e-5
2	guide	6.876735812835287e-6
1	guided	3.142741274701644e-7
2	guided	3.484410495788455e-5
1	guideline	5.874395061213156e-10
2	guideline	2.33752353087715e-5
1	guidelines	2.9203943781339743e-5
2	guidelines	9.259795975698745e-5
1	guild	2.218211213151826e-5
2	guild	2.7372255805397e-5
1	guilders	1.1163169035735062e-4
2	guilders	2.6189790505833783e-49
1	guilty	1.2580389197252292e-7
2	guilty	5.180723273908075e-4
1	guinness	5.0234232550660214e-5
2	guinness	1.9620857308194523e-11
1	guitar	3.28283096303563e-5
2	guitar	8.25339701463706e-6
1	gulf	3.7499668399782057e-4
2	gulf	3.7329102253048555e-4
1	gull	5.023426066080784e-5
2	gull	5.279992354079723e-23
1	gun	1.3594722457180308e-4
2	gun	1.4276135584716815e-4
1	gunfire	4.1316008109654314e-5
2	gunfire	3.349651835782803e-5
1	gunman	1.465027056226715e-4
2	gunman	2.9316494589315123e-6
1	gunmen	2.176817889798284e-4
2	gunmen	5.037463168789179e-12
1	gunned	6.736257667474686e-10
2	gunned	3.1167056931176965e-5
1	gunpoint	2.4027370984870186e-9
2	gunpoint	2.726990912288003e-5
1	guns	1.268231191469954e-4
2	guns	1.1796244597006915e-4
1	gunshot	3.821532225966857e-5
2	gunshot	3.566079424612742e-5
1	gunter	5.5815845178675405e-5
2	gunter	1.0577927031501213e-23
1	gursky	3.348950710560017e-5
2	gursky	1.1203023974493958e-15
1	gusts	3.348950710720519e-5
2	gusts	5.413200564731771e-77
1	guterman	4.465147003084259e-5
2	guterman	8.418651414208215e-10
1	guthrie	4.465267614294029e-5
2	guthrie	8.668917140613195e-45
1	gutierrez	3.455783429103075e-5
2	gutierrez	7.046190382809423e-6
1	guy	7.245880601474245e-5
2	guy	1.0526145525831303e-4
1	guys	1.0736131086462807e-4
2	guys	3.0252307212644075e-5
1	h	8.964320189508708e-5
2	h	1.8676934400975066e-4
1	habit	8.907993378037305e-6
2	habit	1.7157874107814585e-5
1	habitat	7.065856343760313e-5
2	habitat	5.223559786799769e-6
1	habits	1.922603488700391e-5
2	habits	9.95589056845315e-6
1	hacker	3.348858428617807e-5
2	hacker	6.441282331837166e-10
1	hadnt	5.6262929342670654e-5
2	hadnt	3.475140367381971e-5
1	hadson	5.023426066080784e-5
2	hadson	7.82574735087737e-65
1	hafez	8.157995497633464e-6
2	hafez	1.7681371942605285e-5
1	hahn	1.7576572486724838e-11
2	hahn	2.337563307257814e-5
1	hail	6.69790142144104e-5
2	hail	1.0884296516401111e-25
1	hailed	1.0197738248894016e-5
2	hailed	1.2534397829189596e-4
1	hair	2.7919475130775677e-05
2	hair	1.7530927639421127e-4
1	haiti	2.818929473337197e-17
2	haiti	1.4804575382637477e-4
1	haitian	6.555753390896643e-38
2	haitian	4.675129068201931e-5
1	haitis	5.0711222977595894e-39
2	haitis	5.454317246235589e-5
1	hakim	4.908949127951653e-27
2	hakim	3.116752712134622e-5
1	haldeman	7.573086113373232e-29
2	haldeman	3.895940890168274e-5
1	hale	8.549480509380065e-5
2	hale	2.603540379705681e-5
1	half	8.653916930525833e-4
2	half	2.1410497642164607e-4
1	halfdozen	2.485444368070396e-5
2	halfdozen	3.329885260774365e-5
1	halfhour	3.8514697494300304e-5
2	halfhour	1.5972126155235078e-5
1	halfway	1.827314701675113e-18
2	halfway	3.116752712134495e-5
1	hall	8.561033559173923e-6
2	hall	2.005092735820613e-4
1	halloween	7.814218325012677e-5
2	halloween	1.3093899441688504e-17
1	hallway	1.606425720431536e-5
2	hallway	1.6058749390290407e-5
1	hallways	3.348950290625403e-5
2	hallways	2.9322600786788554e-12
1	halt	8.451174728465633e-5
2	halt	5.788910437036523e-5
1	halted	3.307685145505334e-5
2	halted	6.262308751059889e-5
1	halting	1.604104957669074e-5
2	halting	1.9970889183321703e-5
1	hamadi	3.9071091625051925e-5
2	hamadi	1.4531097009407623e-17
1	hamel	4.4651669760346904e-5
2	hamel	7.024541300118695e-10
1	hamilton	5.761710710418666e-5
2	hamilton	6.497371595576713e-5
1	hammer	1.9530401674739888e-5
2	hammer	9.743442828899295e-6
1	hampden	3.695223016480175e-5
2	hampden	2.09586678128125e-5
1	hampered	3.7424861289718046e-5
2	hampered	1.149067268911333e-6
1	hampshire	6.087220093923047e-7
2	hampshire	1.7489245265157793e-4
1	hand	1.1931559442846867e-4
2	hand	2.712484451857842e-4
1	handed	2.5255886130938552e-5
2	handed	6.808211415603753e-5
1	handful	3.0879699704154544e-6
2	handful	8.35552993677166e-5
1	handgun	2.7727763588547616e-6
2	handgun	5.26077770990547e-5
1	handguns	6.305730803542261e-11
2	handguns	2.3375601327066302e-5
1	handicap	1.8522572590500909e-6
2	handicap	2.2082771467731602e-5
1	handicapped	2.5792541499380593e-5
2	handicapped	5.212376563886172e-5
1	handing	3.120936955028682e-6
2	handing	2.1197234199906136e-5
1	handle	1.3095388710894945e-4
2	handle	7.222382391758027e-5
1	handled	4.703513351892952e-5
2	handled	4.119239672171719e-5
1	handlers	6.911679627789585e-6
2	handlers	2.634318106057275e-5
1	handles	2.8520212988392268e-5
2	handles	1.9052326312125022e-5
1	handling	9.427287021060817e-5
2	handling	9.782714017477094e-5
1	hands	1.24147073176114e-4
2	hands	2.3281260942588643e-4
1	hanford	4.7715212604265335e-5
2	hanford	1.3446115910778507e-5
1	hang	1.4220047106320085e-5
2	hang	4.461759258368773e-5
1	hangar	3.907109162507275e-5
2	hangar	1.3411839563695824e-36
1	hanged	4.9032201735185505e-27
2	hanged	2.7271586231177944e-5
1	hanging	1.8064909377736815e-5
2	hanging	3.0246059563133303e-5
1	hanover	2.7148503704554563e-5
2	hanover	4.426014577401974e-6
1	hans	4.685812522357218e-20
2	hans	2.7271586231177893e-5
1	hansdietrich	2.2167046759113004e-56
2	hansdietrich	2.337564534100965e-5
1	happen	8.853912841474527e-5
2	happen	1.602684000583849e-4
1	happened	1.4369224579473483e-4
2	happened	1.8410662879693812e-4
1	happening	2.9154118684171522e-5
2	happening	3.8089565166899385e-5
1	happens	4.5901080217009325e-5
2	happens	7.315149201092651e-5
1	happy	2.5991618016603973e-5
2	happy	1.0263204198404519e-4
1	harassed	7.85511895498842e-6
2	harassed	2.5684661272784743e-5
1	harassment	6.2098144135119674e-9
2	harassment	1.0908201047992876e-4
1	harbor	7.814218325014328e-5
2	harbor	1.5824592441445092e-18
1	hard	2.0862984096300393e-4
2	hard	3.140975868002065e-4
1	harder	1.8704013385758128e-5
2	harder	3.759184733021073e-5
1	hardest	6.697605579538676e-5
2	hardest	2.0649737735298996e-9
1	hardline	1.3383437965170827e-18
2	hardline	7.012693602302803e-5
1	hardliners	3.6344794101419476e-23
2	hardliners	5.454317246235589e-5
1	hardly	3.196061861716417e-5
2	hardly	3.223468988951551e-5
1	hardware	6.139042754180894e-5
2	hardware	4.8874976021239045e-9
1	harlem	1.3932434578211457e-13
2	harlem	3.116752702409794e-5
1	harm	2.7485117176247074e-5
2	harm	5.873423114428581e-5
1	harmed	2.493300856788184e-5
2	harmed	5.972428157148278e-6
1	harmful	4.869788449372407e-5
2	harmful	1.0723891598990897e-6
1	harmon	2.0403328869025593e-7
2	harmon	3.1025112072390256e-5
1	harmony	7.49984579885487e-6
2	harmony	1.8140759830599314e-5
1	harold	4.5957814824009454e-5
2	harold	5.363218685627203e-5
1	harris	1.47752611401741e-4
2	harris	9.851098148279917e-6
1	harrison	6.041345046648674e-6
2	harrison	3.084661469262103e-5
1	harry	2.2023308434520348e-5
2	harry	8.202627310306149e-5
1	harsh	5.057715086470396e-6
2	harsh	5.8804773736659834e-5
1	harshly	3.48222952421674e-22
2	harshly	2.7271586231177944e-5
1	hart	1.1277403916932065e-23
2	hart	2.7271586231177944e-5
1	hartford	2.9088673780357025e-5
2	hartford	6.967718528578645e-6
1	harvard	7.428510679185365e-5
2	harvard	6.892323097418149e-5
1	harvest	1.674466546878239e-4
2	harvest	6.148312398169429e-10
1	harvested	3.317553374510412e-5
2	harvested	2.1915311967729142e-7
1	harvests	3.348950710720519e-5
2	harvests	2.283305367929259e-22
1	harvey	2.786613032262677e-5
2	harvey	1.950887541479447e-5
1	harwood	3.348950710720519e-5
2	harwood	3.8144115586300146e-72
1	hasegawa	1.9635998150931546e-24
2	hasegawa	2.337564534100965e-5
1	hasnt	1.3141880984446445e-4
2	hasnt	6.410742649293808e-5
1	hasselbring	4.465267614294029e-5
2	hasselbring	3.139265666965951e-22
1	hastily	1.6664100121091127e-5
2	hastily	1.1744118692655534e-5
1	hastings	4.895209685469411e-71
2	hastings	3.506346801151451e-5
1	hat	3.4075847795332304e-5
2	hat	7.3826165161214785e-6
1	hatch	1.7011102192643654e-5
2	hatch	2.7085675124652725e-5
1	hate	1.7260434430906763e-5
2	hate	2.6911641450312236e-5
1	hated	4.2242838013178815e-10
2	hated	3.116723226672311e-5
1	hatred	1.720966590960733e-7
2	hatred	3.104740381064697e-5
1	haul	2.4232156997675746e-5
2	haul	1.0357562802524253e-5
1	hauled	2.722810009959533e-5
2	hauled	4.370456366439347e-6
1	havana	1.045662586319015e-5
2	havana	5.503633895079213e-5
1	havel	7.478202820187312e-25
2	havel	8.571069958370212e-5
1	haven	7.147210432221102e-5
2	haven	2.4135413444014093e-5
1	havent	1.018072498808911e-4
2	havent	1.198397362848562e-4
1	hawaii	7.527636406361578e-5
2	hawaii	4.095974807363095e-5
1	hay	7.256059873150082e-5
2	hay	5.424605236585783e-16
1	hazardous	1.1161348186226269e-4
2	hazardous	1.2709512923233534e-8
1	hazards	5.0099459806843306e-5
2	hazards	9.409087281735423e-8
1	hazelwood	3.348950710720519e-5
2	hazelwood	1.2981045058906884e-23
1	head	4.791797382075484e-4
2	head	6.512060260629367e-4
1	headed	1.9412851171480463e-4
2	headed	1.527981021893226e-4
1	heading	4.2454608381206866e-5
2	heading	4.828553996999202e-5
1	headlines	2.9690158683229312e-5
2	headlines	1.8235705286822818e-5
1	headquartered	2.8581784701927795e-5
2	headquartered	7.3215266418680915e-6
1	headquarters	1.2713964780864244e-4
2	headquarters	3.0864261287189064e-4
1	heads	4.897691889534061e-5
2	heads	2.0736249058161352e-4
1	healing	9.309793999882508e-17
2	healing	3.116752712128122e-5
1	health	7.906624981762134e-4
2	health	4.8443857596906244e-4
1	healthy	6.843767245297757e-5
2	healthy	2.235750322415684e-5
1	hear	5.4900936087563345e-5
2	hear	2.382910000093498e-4
1	heard	1.651398336596515e-4
2	heard	2.2367940453934425e-4
1	hearing	9.118369512125663e-5
2	hearing	5.363287612615191e-4
1	hearings	7.270906809758505e-5
2	hearings	1.557340041254938e-4
1	heart	1.9161514057559297e-7
2	heart	4.985466867486136e-4
1	hearts	2.0125803740147077e-5
2	hearts	4.8287261633310415e-5
1	heat	3.8710972647002445e-4
2	heat	4.9264917856343164e-5
1	heath	1.0013524779009376e-20
2	heath	2.337564534100965e-5
1	heating	2.1768179619683286e-4
2	heating	7.2976601186672395e-19
1	heavier	5.580174543748676e-5
2	heavier	9.841606458108143e-9
1	heaviest	4.465266794765057e-5
2	heaviest	5.7203047149441055e-12
1	heavily	1.5371500084024003e-4
2	heavily	1.069838189160601e-4
1	heavy	6.130426204989049e-4
2	heavy	3.571377733330641e-5
1	hebrew	1.8339809023352209e-16
2	hebrew	2.7271586231049954e-5
1	hed	1.7263023928229768e-7
2	hed	8.948614472468913e-5
1	hedges	4.0325948573065906e-33
2	hedges	2.7271586231177944e-5
1	heels	2.832502935614529e-21
2	heels	2.7271586231177944e-5
1	heflin	1.742420406972166e-56
2	heflin	2.7271586231177944e-5
1	height	3.512083781221156e-5
2	height	2.6132918890626885e-5
1	heightened	2.1951589677760238e-5
2	heightened	1.5845337596846103e-5
1	heights	1.0114912297933898e-5
2	heights	4.358703203640374e-5
1	held	4.883237520635178e-4
2	held	9.837703701965812e-4
1	helen	4.880394055574612e-7
2	helen	2.6930935172318583e-5
1	helicopter	2.3028240933088698e-4
2	helicopter	4.185201512549588e-5
1	helicopters	1.4573901660451576e-4
2	helicopters	4.2424112597037785e-5
1	hell	3.6134157532661954e-5
2	hell	9.944849956543889e-5
1	helms	9.294368243632395e-26
2	helms	6.233505424269246e-5
1	helmut	5.7473623573905795e-6
2	helmut	5.442745968194125e-5
1	help	8.119812891577048e-4
2	help	0.0010500532719910569
1	helped	3.3282480378231947e-4
2	helped	2.1182585274445265e-4
1	helpful	2.0208818034186437e-13
2	helpful	4.285534965079372e-5
1	helping	5.052424962793267e-5
2	helping	1.1667581467113508e-4
1	helps	6.984748349960024e-5
2	helps	1.747751551245142e-5
1	helsinki	8.12339000030654e-6
2	helsinki	2.160146743826757e-5
1	hemisphere	2.2813983269496657e-5
2	hemisphere	1.1347446768141615e-5
1	henri	1.0703577819275162e-5
2	henri	1.59045578095529e-5
1	henry	1.0780713608159256e-4
2	henry	1.7798687544522007e-4
1	henson	8.372376471785658e-5
2	henson	2.129006379433784e-12
1	hensons	3.907106299188548e-5
2	hensons	1.998593850830346e-11
1	hepatitis	5.231093690770384e-5
2	hepatitis	6.3423636587307156e-6
1	herald	2.3129609164733827e-9
2	herald	3.895779445707781e-5
1	herbert	5.153667303035392e-9
2	herbert	7.012333876796348e-5
1	herds	3.348949939944127e-5
2	herds	5.380012164752559e-12
1	heres	1.3753067040857353e-5
2	heres	3.3255721571911e-5
1	heritage	3.17548014805031e-7
2	heritage	5.821746512852789e-5
1	hermann	3.258113045236975e-5
2	hermann	4.529986964704804e-6
1	hero	8.510466077530242e-9
2	hero	6.232911394515158e-5
1	heroes	1.8220687912689975e-5
2	heroes	2.624138539799774e-5
1	heroin	3.20928118187234e-5
2	heroin	2.4350537375356292e-5
1	herons	3.348950710720519e-5
2	herons	5.845692296063784e-30
1	herrera	2.70686031963737e-5
2	herrera	3.1753371290236247e-5
1	herrington	3.638153001290229e-5
2	herrington	9.669193326536164e-6
1	hes	1.2994614212708598e-4
2	hes	4.936888451317023e-4
1	heseltine	1.6066514068245752e-17
2	heseltine	4.2855349791839864e-5
1	hezbollah	2.009370426431875e-4
2	hezbollah	3.0557903575422073e-17
1	hicks	1.414594577465649e-10
2	hicks	2.3375546602437506e-5
1	hid	2.0594068274561736e-7
2	hid	2.323189893274702e-5
1	hidden	6.733655893434338e-5
2	hidden	2.7022020343571733e-5
1	hide	2.4404214218052726e-5
2	hide	5.3092816811865886e-5
1	hiding	4.952801338313144e-6
2	hiding	6.277394432711807e-5
1	higgins	6.139736131573717e-5
2	higgins	4.7729739808287747e-11
1	high	0.001367994198227152
2	high	4.476800208699607e-4
1	higher	0.0018043343445999249
2	higher	6.130023895875959e-5
1	highest	2.92000462170066e-4
2	highest	9.617139292744079e-5
1	highlevel	2.5594645921699644e-8
2	highlevel	7.010907098357706e-5
1	highlight	3.0971312129231826e-6
2	highlight	4.069355503697132e-5
1	highlights	1.3805072625148797e-5
2	highlights	2.5427539941288266e-5
1	highly	8.222416888147057e-5
2	highly	1.2571682713709205e-4
1	highranking	4.846686266059197e-8
2	highranking	3.113369729552288e-5
1	highrisk	3.9071090980795915e-5
2	highrisk	4.49704629606458e-13
1	highs	1.1712883351010678e-4
2	highs	5.893999564212373e-8
1	highschool	3.348924649538379e-5
2	highschool	1.8190681307633606e-10
1	hightech	3.318516397949579e-5
2	hightech	1.5796194785550065e-5
1	highway	2.3391058326544046e-4
2	highway	5.100737570696114e-5
1	highways	1.2935797878181406e-5
2	highways	3.7722115590388995e-5
1	highyield	3.335810875598933e-5
2	highyield	9.171592900975298e-8
1	hijacked	3.149567545108198e-5
2	hijacked	5.287633563160398e-6
1	hijackers	1.8191317937928743e-4
2	hijackers	1.5908164940034457e-6
1	hijacking	8.372350262235737e-5
2	hijacking	1.8507142519831353e-10
1	hike	3.5272614020979146e-5
2	hike	2.6513338946680636e-6
1	hikes	4.132301032741218e-5
2	hikes	6.2200445850573145e-6
1	hildreth	7.256059873227778e-5
2	hildreth	9.996786573589703e-20
1	hildreths	3.348950710720519e-5
2	hildreths	1.393727453660659e-20
1	hill	8.042124774642977e-5
2	hill	1.347671462212567e-4
1	hills	1.2658270885107864e-4
2	hills	7.137896145479007e-5
1	hillside	3.9071091618075206e-5
2	hillside	4.884299309296614e-15
1	hilton	2.602108782732848e-5
2	hilton	9.108890719065493e-6
1	hindu	1.0605010518043843e-4
2	hindu	4.600126865023991e-13
1	hindus	9.488686969126009e-5
2	hindus	4.684445522786534e-11
1	hinted	6.547360620734655e-6
2	hinted	3.4389357174732775e-5
1	hire	1.5062444534768683e-5
2	hire	6.740524528985338e-5
1	hired	1.259711979743964e-4
2	hired	6.401391370726675e-5
1	hiring	2.103270216379922e-5
2	hiring	7.492583359396627e-5
1	hirohito	2.320603621361444e-5
2	hirohito	4.2241321292951883e-5
1	hispanic	1.4987996940573371e-9
2	hispanic	1.3246094410490522e-4
1	hispanics	2.850276272174109e-7
2	hispanics	4.265640076865718e-5
1	historians	3.724811055606534e-24
2	historians	4.285534979185105e-5
1	historic	3.6701983273596035e-5
2	historic	9.515621682726802e-5
1	historical	5.6967667921337317e-5
2	historical	3.815543768042875e-5
1	history	1.8801023378025583e-4
2	history	4.1420075334473597e-4
1	hit	7.274153985041702e-4
2	hit	1.2340714113513837e-4
1	hitler	1.3719452203263855e-21
2	hitler	7.012693602302891e-5
1	hits	8.372376725703137e-5
2	hits	3.5666472198403695e-13
1	hitting	6.778808226226987e-5
2	hitting	7.227153022670359e-6
1	hittle	4.465267614294029e-5
2	hittle	4.328603164769851e-21
1	hiv	6.139742969654147e-5
2	hiv	9.663272740722124e-19
1	hoan	1.6930301041041925e-67
2	hoan	2.337564534100965e-5
1	hodel	3.093688820096298e-5
2	hodel	1.736548922334304e-5
1	hoffa	3.578007539113975e-29
2	hoffa	2.7271586231177944e-5
1	hoffman	6.062382214250414e-5
2	hoffman	1.612374092607439e-5
1	hogs	7.81421832501455e-5
2	hogs	4.827636642954477e-20
1	hold	2.1377794715577873e-4
2	hold	3.962149129683208e-4
1	holderman	2.3099992869524836e-19
2	holderman	3.506346801151433e-5
1	holders	4.0749400227973666e-5
2	holders	1.0516364800175747e-5
1	holding	2.092252565971416e-4
2	holding	2.474509920991121e-4
1	holdings	1.7235784284966e-4
2	holdings	4.6855087479885323e-7
1	holds	7.737751752857047e-5
2	holds	1.0182819911889242e-4
1	hole	6.436258006638623e-5
2	hole	1.7410032203759906e-05
1	holes	2.8945183752652683e-5
2	holes	1.4859756217058367e-5
1	holiday	1.8029968030895726e-4
2	holiday	4.16764462715371e-5
1	holidays	4.5525304751987475e-5
2	holidays	3.286846918907147e-6
1	holland	5.0146479081986814e-5
2	holland	6.127146175737031e-8
1	holloway	3.348950710720388e-5
2	holloway	9.317122284844873e-19
1	holly	8.168697446241499e-6
2	holly	1.7673901992261764e-5
1	hollywood	6.965734318518104e-5
2	hollywood	5.267370128958314e-5
1	holmes	2.6712126369297867e-5
2	holmes	3.97940735699411e-5
1	holocaust	2.1708547526407505e-27
2	holocaust	7.012693602302891e-5
1	holy	1.3707152115038335e-6
2	holy	9.254582339966871e-5
1	holyoke	3.348939910930726e-5
2	holyoke	7.538243399983663e-11
1	home	0.0011506208692003937
2	home	0.0013123635886846412
1	homeland	4.807792541134646e-13
2	homeland	9.350258102845526e-5
1	homeless	4.1143145812099787e-4
2	homeless	4.3976194072091467e-5
1	homelessness	2.153393685429967e-5
2	homelessness	2.3928740666093594e-5
1	homemade	2.7685992607776962e-5
2	homemade	7.94678870455294e-6
1	homes	7.207795324568718e-4
2	homes	5.401609265571117e-5
1	hometown	1.5288276257476666e-5
2	hometown	4.3871969612873967e-05
1	homicide	8.890933788062476e-5
2	homicide	2.764176927882177e-7
1	homosexual	4.0029374747171675e-5
2	homosexual	3.8290528158626346e-5
1	homosexuality	2.176807719069446e-22
2	homosexuality	2.7271586231177944e-5
1	homosexuals	6.286486558381957e-13
2	homosexuals	3.895940846288661e-5
1	honduran	2.7822200851944277e-5
2	honduran	1.0914617861903601e-4
1	honduras	4.5089752499227956e-5
2	honduras	1.3994879314899284e-4
1	honest	1.1430532404165968e-14
2	honest	4.675129067404081e-5
1	hong	2.863917305365374e-4
